Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,MRP_per_unit_Weight,Outlet_Age,Item_Category,Outlet_Age_Binned,Outlet_Total_Sales,Outlet_Identifier_Encoded,Outlet_Type_Encoded,Outlet_Size_Encoded,Outlet_Location_Type_Encoded,Outlet_Age_Encoded,Outlet_Age_Binned_Encoded,OutletType_Size,OutletType_Location,OutletType_AgeBinned,OutletSize_AgeBinned,OutletLocation_AgeBinned,OutletType_Size_Encoded,OutletType_Location_Encoded,OutletType_AgeBinned_Encoded,OutletSize_AgeBinned_Encoded,OutletLocation_AgeBinned_Encoded
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,FD,7.312264150943396,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
NCP05,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,OUT017,2007,Small,Tier 2,Supermarket Type1,2884.2456,NC,7.739918367346939,2,Non-Consumable,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDF44,7.17,Regular,0.059438787,Fruits and Vegetables,130.9968,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816,FD,18.270125523012553,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDX56,17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846,FD,12.225953216374267,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDE46,18.6,Low Fat,0.015693328,Snack Foods,150.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,906.8196,FD,8.104118279569892,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDQ09,7.235,Low Fat,0.057850699,Snack Foods,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692,FD,15.657691776088459,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
NCB54,8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,NC,14.467305936073059,22,Non-Consumable,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
NCV18,6.775,Low Fat,0.105225964,Household,84.225,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55,NC,12.431734317343173,5,Non-Consumable,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCG55,16.25,Low Fat,0.039207025,Household,116.1176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633.9048,NC,7.145698461538461,10,Non-Consumable,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272,FD,4.508090680100755,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDT31,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,OUT013,1987,High,Tier 3,Supermarket Type1,3781.744,FD,9.61960506329114,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
DRD12,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,OUT045,2002,Small,Tier 2,Supermarket Type1,638.5022,DR,13.134281609195401,7,Drinks,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDZ40,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.2278,FD,6.0134079462786785,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
DRI11,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,OUT010,1998,Small,Tier 3,Grocery Store,115.1834,DR,13.775230024213075,11,Drinks,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
FDP23,6.71,Low Fat,0.03565903,Breads,218.3166,OUT045,2002,Small,Tier 2,Supermarket Type1,1959.4494,FD,32.53600596125186,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDY02,8.945,Regular,0.087629354,Dairy,263.491,OUT035,2004,Small,Tier 2,Supermarket Type1,1840.937,FD,29.456791503633312,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDM03,12.65,Low Fat,0.123007534,Meat,107.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,750.3566,FD,8.529154150197629,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDF35,15.0,Low Fat,0.154228739,Starchy Foods,107.3938,OUT049,1999,Medium,Tier 1,Supermarket Type1,750.3566,FD,7.159586666666667,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
DRM37,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,OUT017,2007,Small,Tier 2,Supermarket Type1,7685.9952,DR,12.806306188925081,2,Drinks,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCV41,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768.3648,NC,7.6322508710801396,10,Non-Consumable,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
NCK53,11.6,Low Fat,0.0376104575,Health and Hygiene,100.8042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472.147,NC,8.69001724137931,24,Non-Consumable,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDW23,5.765,Low Fat,0.082178616,Baking Goods,37.0164,OUT045,2002,Small,Tier 2,Supermarket Type1,540.6296,FD,6.420884648742411,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDW12,8.315,Regular,0.035542581,Baking Goods,143.3444,OUT013,1987,High,Tier 3,Supermarket Type1,1596.5884,FD,17.2392543595911,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDG44,6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,1024.6662,FD,8.781370309951061,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,205.0664,FD,7.1816,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDX55,15.1,Low Fat,0.0552059,Fruits and Vegetables,219.4166,OUT046,1997,Small,Tier 1,Supermarket Type1,6096.0648,FD,14.530900662251655,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
DRG13,17.25,Low Fat,0.037337632,Soft Drinks,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3289.052,DR,9.492904347826087,0,Drinks,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
NCD06,13.0,Low Fat,0.099242622,Household,46.306,OUT013,1987,High,Tier 3,Supermarket Type1,699.09,NC,3.562,22,Non-Consumable,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDW22,9.695,Regular,0.030143704,Snack Foods,222.0114,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207.9192,FD,22.899577101598762,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDD33,12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,OUT045,2002,Small,Tier 2,Supermarket Type1,3950.1914,FD,18.152856031128405,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDG24,7.975,Low Fat,0.014628382,Baking Goods,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6,FD,10.322884012539186,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142,FD,13.291436438733365,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDZ12,9.17,Low Fat,0.102978817,Baking Goods,144.947,OUT046,1997,Small,Tier 1,Supermarket Type1,4294.41,FD,15.806652126499456,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDX37,16.2,Low Fat,0.105498192,Canned,101.47,OUT010,1998,Small,Tier 3,Grocery Store,399.48,FD,6.26358024691358,11,Food,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
FDE44,14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038,FD,3.2538703071672352,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDS52,8.89,Low Fat,0.009585169,Frozen Foods,102.5016,OUT019,1985,Small,Tier 1,Grocery Store,101.2016,FD,11.529988751406073,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDO39,6.985,Regular,0.137926458,Meat,184.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,4042.7376,FD,26.451080887616317,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDI32,17.7,Low Fat,0.174340475,Fruits and Vegetables,115.0834,OUT045,2002,Small,Tier 2,Supermarket Type1,2764.4016,FD,6.501887005649718,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDV28,16.1,Regular,0.159698192,Frozen Foods,35.1558,OUT017,2007,Small,Tier 2,Supermarket Type1,339.558,FD,2.183590062111801,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCP53,14.75,Low Fat,0.033076388,Health and Hygiene,237.2906,OUT017,2007,Small,Tier 2,Supermarket Type1,3089.9778,NC,16.087498305084747,2,Non-Consumable,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCN43,12.15,Low Fat,0.006770252,Others,124.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,NC,10.24469135802469,10,Non-Consumable,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
NCI31,20.0,Low Fat,0.142393355,Others,36.419,OUT019,1985,Small,Tier 1,Grocery Store,109.857,NC,1.8209499999999998,24,Non-Consumable,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDK55,18.5,Low Fat,0.025813943,Meat,89.1172,OUT045,2002,Small,Tier 2,Supermarket Type1,892.172,FD,4.817145945945946,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDC17,12.15,Low Fat,0.015548178,Frozen Foods,211.2928,OUT017,2007,Small,Tier 2,Supermarket Type1,5049.4272,FD,17.39035390946502,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674,FD,1.9910434782608692,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDY26,20.6,Regular,0.030634813,Dairy,212.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,2540.6928,FD,10.336135922330095,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
NCU06,17.6,Low Fat,0.074522745,Household,228.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215.814,NC,13.000056818181816,10,Non-Consumable,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDV16,7.75,Regular,0.145200948,Frozen Foods,35.4558,OUT019,1985,Small,Tier 1,Grocery Store,135.8232,FD,4.574941935483872,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDY31,5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,OUT045,2002,Small,Tier 2,Supermarket Type1,3089.9778,FD,24.43842809364548,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836.308,DR,14.1472,10,Drinks,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDH33,12.85,Low Fat,0.121702394,Snack Foods,42.7428,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848,FD,3.326287937743191,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDA46,13.6,Low Fat,0.117613212,Snack Foods,194.2136,OUT035,2004,Small,Tier 2,Supermarket Type1,2527.3768,FD,14.280411764705883,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDP12,9.8,Regular,0.045258247,Baking Goods,35.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,282.2992,FD,3.672183673469388,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDJ09,15.0,Low Fat,0.058485617,Snack Foods,44.7744,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.116,FD,2.98496,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
NCS54,13.6,Low Fat,0.00994477,Household,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528.169,NC,13.07625,24,Non-Consumable,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDJ33,8.895,Regular,0.087894475,Snack Foods,121.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,2586.633,FD,13.622596964586847,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDF32,16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,OUT010,1998,Small,Tier 3,Grocery Store,790.9704,FD,12.124929663608562,11,Food,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
FDN24,14.1,Low Fat,0.1977458405,Baking Goods,54.3956,OUT019,1985,Small,Tier 1,Grocery Store,272.978,FD,3.857843971631206,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDX21,7.05,Low Fat,0.084949955,Snack Foods,109.7912,OUT035,2004,Small,Tier 2,Supermarket Type1,1091.912,FD,15.57321985815603,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDC57,20.1,Regular,0.054549098,Fruits and Vegetables,193.782,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,FD,9.64089552238806,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
NCZ06,19.6,Low Fat,0.094545236,Household,254.7698,OUT018,2009,Medium,Tier 3,Supermarket Type2,5327.0658,NC,12.998459183673468,0,Non-Consumable,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDY56,16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178,FD,13.700685015290519,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
