Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Base,Z_Score,IQR_Outlier,Z_Outlier,Visibility_Outlier,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
NCM30,19.1,Low Fat,0.066969525,Household,39.2796,OUT027,1985,Medium,Tier 3,Supermarket Type3,701.7532,NCM,-0.06515769282621062,False,False,False,40,Household,3694.0385576470585
FDK14,6.98,Low Fat,0.041071581,Canned,82.5934,OUT013,1987,High,Tier 3,Supermarket Type1,1310.2944,FDK,-0.5833849814971201,False,False,False,38,Staples,2298.995255579399
NCP18,12.15,Low Fat,0.028656248,Household,149.3708,OUT045,2002,Small,Tier 2,Supermarket Type1,1203.7664,NCP,-0.8318203151489526,False,False,False,23,Household,2192.384797631862
FDH26,19.25,Regular,0.034693175,Canned,140.1496,OUT035,2004,Small,Tier 2,Supermarket Type1,1552.6456,FDH,-0.7110192078829005,False,False,False,21,Staples,2438.841866021505
DRK23,8.395,Low Fat,0.071628097,Hard Drinks,251.904,OUT027,1985,Medium,Tier 3,Supermarket Type3,4301.068,DRK,0.028062029041989275,False,False,False,40,Staples,3694.0385576470585
FDB60,9.3,Low Fat,0.028516696,Baking Goods,194.6136,OUT035,2004,Small,Tier 2,Supermarket Type1,3110.6176,FDB,-0.8346128014787013,False,False,False,21,Staples,2438.841866021505
NCN17,11.0,Low Fat,0.054939029,Health and Hygiene,101.4358,OUT046,1997,Small,Tier 1,Supermarket Type1,1608.5728,NCN,-0.3058922979920193,False,False,False,28,Household,2277.8442668817206
FDE10,6.67,Regular,0.090130537,Snack Foods,131.4626,OUT045,2002,Small,Tier 2,Supermarket Type1,1705.1138,FDE,0.3983025900300036,False,False,False,23,Staples,2192.384797631862
FDR58,6.675,Low Fat,0.041913535,Snack Foods,92.9462,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.0082,FDR,-0.5665371754085122,False,False,False,16,Staples,1995.498739224138
FDA33,6.48,Low Fat,0.033893487,Snack Foods,147.0076,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.9596,FDA,-0.7270212559228013,False,False,False,21,Staples,2438.841866021505
FDN24,14.1,Low Fat,0.113908117,Baking Goods,53.3956,OUT017,2007,Small,Tier 2,Supermarket Type1,982.7208,FDN,0.8741006230536154,False,False,False,18,Staples,2340.67526349892
DRI13,15.35,Low Fat,0.020326962,Soft Drinks,216.7508,OUT046,1997,Small,Tier 1,Supermarket Type1,1736.4064,DRI,-0.9984923606342838,False,False,False,28,Staples,2277.8442668817206
FDX21,7.05,Low Fat,0.08509812,Snack Foods,108.2912,OUT049,1999,Medium,Tier 1,Supermarket Type1,2293.0152,FDX,0.2976020935978779,False,False,False,26,Staples,2348.3546346236562
FDQ40,11.1,Regular,0.035997543,Frozen Foods,176.9712,OUT013,1987,High,Tier 3,Supermarket Type1,3691.1952,FDQ,-0.6849183292931137,False,False,False,38,Perishables,2298.995255579399
FDX23,6.445,Low Fat,0.029686148,Baking Goods,96.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,378.1744,FDX,-0.8112116411707336,False,False,False,21,Staples,2438.841866021505
FDD17,7.5,Low Fat,0.032626952,Frozen Foods,235.9906,OUT046,1997,Small,Tier 1,Supermarket Type1,6893.0274,FDD,-0.7523650824079003,False,False,False,28,Perishables,2277.8442668817206
DRH03,17.25,Low Fat,0.035057688,Dairy,91.612,OUT035,2004,Small,Tier 2,Supermarket Type1,279.636,DRH,-0.70372517003668,False,False,False,21,Perishables,2438.841866021505
FDG60,20.35,Low Fat,0.060699725,Baking Goods,233.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,6093.4016,FDG,-0.19061867360942908,False,False,False,28,Staples,2277.8442668817206
FDB32,20.6,Low Fat,0.041063069,Fruits and Vegetables,93.5778,OUT019,1985,Small,Tier 1,Grocery Store,187.7556,FDB,-0.5835553097162701,False,False,False,40,Perishables,340.3297227272727
DRE12,4.59,Low Fat,0.070767174,Soft Drinks,111.986,OUT035,2004,Small,Tier 2,Supermarket Type1,792.302,DRE,0.010834646356922646,False,False,False,21,Staples,2438.841866021505
FDR12,12.6,Regular,0.031598706,Baking Goods,172.9764,OUT045,2002,Small,Tier 2,Supermarket Type1,2233.0932,FDR,-0.7729406592439113,False,False,False,23,Staples,2192.384797631862
DRH11,5.98,Low Fat,0.075495088,Hard Drinks,55.3614,OUT013,1987,High,Tier 3,Supermarket Type1,497.3526,DRH,0.10544192689198112,False,False,False,38,Staples,2298.995255579399
FDY28,7.47,Regular,0.15277077,Frozen Foods,214.4218,OUT018,2009,Medium,Tier 3,Supermarket Type2,4274.436,FDY,1.6517564591596934,False,False,False,16,Perishables,1995.498739224138
FDR26,20.7,Low Fat,0.04307908,Dairy,177.8028,OUT017,2007,Small,Tier 2,Supermarket Type1,1239.7196,FDR,-0.5432141955930514,False,False,False,18,Perishables,2340.67526349892
FDL27,6.17,Low Fat,0.010652508,Meat,65.6826,OUT045,2002,Small,Tier 2,Supermarket Type1,774.9912,FDL,-1.1920817075643504,False,False,False,23,Perishables,2192.384797631862
FDJ15,11.35,Regular,0.023318068,Dairy,182.4608,OUT035,2004,Small,Tier 2,Supermarket Type1,7534.1928,FDJ,-0.9386392405369013,False,False,False,21,Perishables,2438.841866021505
FDU49,19.5,Regular,0.030819397,Canned,86.054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2336.958,FDU,-0.7885349160739838,False,False,False,16,Staples,1995.498739224138
DRF51,15.75,Low Fat,0.165838224,Dairy,36.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,607.2096,DRF,1.9132409714534813,False,False,False,28,Perishables,2277.8442668817206
FDN12,15.6,Low Fat,0.13575135,Baking Goods,111.5544,OUT010,1998,Small,Tier 3,Grocery Store,223.7088,FDN,1.3111916683272067,False,False,False,27,Staples,339.351661981982
DRK23,8.395,Low Fat,0.07191675,Hard Drinks,254.804,OUT013,1987,High,Tier 3,Supermarket Type1,7843.124,DRK,0.03383808066820037,False,False,False,38,Staples,2298.995255579399
FDL10,8.395,Low Fat,0.039653081,Snack Foods,99.5042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1686.4714,FDL,-0.6117696829614404,False,False,False,16,Staples,1995.498739224138
FDX07,19.2,Regular,0.022861152,Fruits and Vegetables,184.595,OUT018,2009,Medium,Tier 3,Supermarket Type2,3844.995,FDX,-0.947782296056303,False,False,False,16,Perishables,1995.498739224138
FDO37,8.06,Low Fat,0.021358889,Breakfast,232.3326,OUT013,1987,High,Tier 3,Supermarket Type1,2541.3586,FDO,-0.9778431256480508,False,False,False,38,Staples,2298.995255579399
NCA41,16.75,Low Fat,0.032652796,Health and Hygiene,190.8162,OUT045,2002,Small,Tier 2,Supermarket Type1,2886.243,NCA,-0.75184793455831,False,False,False,23,Household,2192.384797631862
NCQ06,13.0,Low Fat,0.0420611,Household,254.1014,OUT017,2007,Small,Tier 2,Supermarket Type1,3315.0182,NCQ,-0.5635843460312953,False,False,False,18,Household,2340.67526349892
FDJ48,11.3,Low Fat,0.056424146,Baking Goods,245.2118,OUT045,2002,Small,Tier 2,Supermarket Type1,5681.2714,FDJ,-0.2761745661029907,False,False,False,23,Staples,2192.384797631862
DRD24,13.85,Low Fat,0.030645958,Soft Drinks,141.7154,OUT027,1985,Medium,Tier 3,Supermarket Type3,2694.4926,DRD,-0.792005493611714,False,False,False,40,Staples,3694.0385576470585
FDW10,21.2,Low Fat,0.118297605,Snack Foods,175.037,OUT010,1998,Small,Tier 3,Grocery Store,529.311,FDW,0.9619358761105179,False,False,False,27,Staples,339.351661981982
FDU51,20.2,Regular,0.096709408,Meat,175.8028,OUT045,2002,Small,Tier 2,Supermarket Type1,3896.2616,FDU,0.529948194053461,False,False,False,23,Perishables,2192.384797631862
NCC31,8.02,Low Fat,0.019901356,Household,157.5972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3427.5384,NCC,-1.0070088916539692,False,False,False,26,Household,2348.3546346236562
FDY02,8.945,Regular,0.087221497,Dairy,263.991,OUT027,1985,Medium,Tier 3,Supermarket Type3,9467.676,FDY,0.34009164047218454,False,False,False,40,Perishables,3694.0385576470585
FDU34,18.25,Low Fat,0.07518071,Snack Foods,126.2046,OUT035,2004,Small,Tier 2,Supermarket Type1,1618.5598,FDU,0.09915110864950653,False,False,False,21,Staples,2438.841866021505
FDX21,7.05,Low Fat,0.1422157,Snack Foods,108.7912,OUT010,1998,Small,Tier 3,Grocery Store,109.1912,FDX,1.440545665444499,False,False,False,27,Staples,339.351661981982
NCH29,5.51,Low Fat,0.034543718,Health and Hygiene,99.7726,OUT045,2002,Small,Tier 2,Supermarket Type1,978.726,NCH,-0.7140098968689793,False,False,False,23,Household,2192.384797631862
DRL35,15.7,Low Fat,0.030751366,Hard Drinks,42.577,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.094,DRL,-0.789896241153518,False,False,False,26,Staples,2348.3546346236562
DRN37,9.6,Low Fat,0.096842096,Soft Drinks,166.1158,OUT017,2007,Small,Tier 2,Supermarket Type1,501.3474,DRN,0.5326033292440835,False,False,False,18,Staples,2340.67526349892
NCN53,5.175,Low Fat,0.050808821,Health and Hygiene,33.6874,OUT010,1998,Small,Tier 3,Grocery Store,70.5748,NCN,-0.3885392638471814,False,False,False,27,Household,339.351661981982
FDL45,15.6,Low Fat,0.063081713,Snack Foods,125.7704,OUT010,1998,Small,Tier 3,Grocery Store,250.3408,FDL,-0.1429542264669594,False,False,False,27,Staples,339.351661981982
FDA37,7.81,Regular,0.055451725,Canned,122.6046,OUT018,2009,Medium,Tier 3,Supermarket Type2,2365.5874,FDA,-0.2956330643635729,False,False,False,16,Staples,1995.498739224138
FDK20,12.6,Regular,0.0416320985,Fruits and Vegetables,120.5072,OUT027,1985,Medium,Tier 3,Supermarket Type3,2695.1584,FDK,-0.5721688222422544,False,False,False,40,Perishables,3694.0385576470585
FDA49,19.7,Low Fat,0.108665723,Canned,86.4198,OUT010,1998,Small,Tier 3,Grocery Store,87.2198,FDA,0.7691984104005707,False,False,False,27,Staples,339.351661981982
FDG59,15.85,Low Fat,0.043322254,Starchy Foods,39.6164,OUT045,2002,Small,Tier 2,Supermarket Type1,1004.0264,FDG,-0.5383481953153746,False,False,False,23,Staples,2192.384797631862
FDV03,17.6,Low Fat,0.057809959,Meat,156.2314,OUT027,1985,Medium,Tier 3,Supermarket Type3,2947.4966,FDV,-0.24844394340974144,False,False,False,40,Perishables,3694.0385576470585
FDF16,7.3,Low Fat,0.086132373,Frozen Foods,148.8076,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.9596,FDF,0.3182978726909887,False,False,False,28,Perishables,2277.8442668817206
FDU36,6.15,Low Fat,0.046342889,Baking Goods,97.3384,OUT049,1999,Medium,Tier 1,Supermarket Type1,886.8456,FDU,-0.47790418917672306,False,False,False,26,Staples,2348.3546346236562
FDU35,6.44,Low Fat,0.132590283,Breads,98.17,OUT010,1998,Small,Tier 3,Grocery Store,199.74,FDU,1.2479375667384056,False,False,False,27,Staples,339.351661981982
FDH08,7.51,Low Fat,0.030516069,Fruits and Vegetables,227.801,OUT019,1985,Small,Tier 1,Grocery Store,459.402,FDH,-0.7946046197932431,False,False,False,40,Perishables,340.3297227272727
FDF24,15.5,Regular,0.025473816,Baking Goods,83.1934,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076,FDF,-0.8955019381665766,False,False,False,16,Staples,1995.498739224138
DRN36,15.2,Low Fat,0.050168354,Soft Drinks,96.6752,OUT046,1997,Small,Tier 1,Supermarket Type1,479.376,DRN,-0.4013552417060103,False,False,False,28,Staples,2277.8442668817206
FDS59,14.8,Regular,0.043856919,Breads,109.057,OUT013,1987,High,Tier 3,Supermarket Type1,2746.425,FDS,-0.5276493539981938,False,False,False,38,Staples,2298.995255579399
DRJ23,18.35,Low Fat,0.041904578,Hard Drinks,188.1872,OUT017,2007,Small,Tier 2,Supermarket Type1,4159.9184,DRJ,-0.5667164082396832,False,False,False,18,Staples,2340.67526349892
DRF25,9.0,Low Fat,0.038917891,Soft Drinks,35.919,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808,DRF,-0.6264811025381437,False,False,False,21,Staples,2438.841866021505
FDL15,17.85,Low Fat,0.046707264,Meat,152.6682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1829.6184,FDL,-0.47061291276074724,False,False,False,26,Perishables,2348.3546346236562
NCP43,17.75,Low Fat,0.030501281,Others,180.566,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554,NCP,-0.7949005330574337,False,False,False,21,Household,2438.841866021505
FDB28,6.615,Low Fat,0.093574769,Dairy,199.4426,OUT045,2002,Small,Tier 2,Supermarket Type1,3361.6242,FDB,0.4672229263668799,False,False,False,23,Perishables,2192.384797631862
FDX50,20.1,Low Fat,0.074565098,Dairy,111.3228,OUT013,1987,High,Tier 3,Supermarket Type1,663.1368,FDX,0.08683248839018105,False,False,False,38,Perishables,2298.995255579399
FDE41,9.195,Regular,0.064014173,Frozen Foods,83.3566,OUT046,1997,Small,Tier 1,Supermarket Type1,1437.4622,FDE,-0.1242953623658526,False,False,False,28,Perishables,2277.8442668817206
NCR50,20.2,Low Fat,0.011838464,Household,155.134,OUT049,1999,Medium,Tier 1,Supermarket Type1,2603.278,NCR,-1.1683502962074104,False,False,False,26,Household,2348.3546346236562
FDD41,6.765,Regular,0.086837543,Frozen Foods,106.2306,OUT027,1985,Medium,Tier 3,Supermarket Type3,2090.612,FDD,0.3324085811376541,False,False,False,40,Perishables,3694.0385576470585
DRI11,8.26,Low Fat,0.034457776,Hard Drinks,113.3834,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.3012,DRI,-0.715729627579763,False,False,False,26,Staples,2348.3546346236562
FDJ28,12.3,Low Fat,0.021922812,Frozen Foods,190.9162,OUT027,1985,Medium,Tier 3,Supermarket Type3,5772.486,FDJ,-0.9665588210982701,False,False,False,40,Perishables,3694.0385576470585
FDP48,7.52,Regular,0.044091657,Baking Goods,182.995,OUT049,1999,Medium,Tier 1,Supermarket Type1,3844.995,FDP,-0.522952161151996,False,False,False,26,Staples,2348.3546346236562
FDY37,17.0,Regular,0.026546765,Canned,142.147,OUT013,1987,High,Tier 3,Supermarket Type1,2147.205,FDY,-0.8740318380245667,False,False,False,38,Staples,2298.995255579399
NCC07,19.6,Low Fat,0.023951149,Household,105.6964,OUT046,1997,Small,Tier 1,Supermarket Type1,1577.946,NCC,-0.9259710592272548,False,False,False,28,Household,2277.8442668817206
FDJ10,5.095,Regular,0.129705008,Snack Foods,141.8838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1966.7732,FDJ,1.19020216348323,False,False,False,26,Staples,2348.3546346236562
FDY37,17.0,Regular,0.026563851,Canned,141.247,OUT035,2004,Small,Tier 2,Supermarket Type1,3292.381,FDY,-0.873689940943693,False,False,False,21,Staples,2438.841866021505
NCL19,15.35,Low Fat,0.015700603,Others,141.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,2719.793,NCL,-1.0910674886439922,False,False,False,26,Household,2348.3546346236562
FDI50,8.42,Regular,0.030853808500000003,Canned,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,5496.8448,FDI,-0.7878463294300363,False,False,False,21,Staples,2438.841866021505
FDO39,6.985,Regular,0.137366883,Meat,184.9608,OUT046,1997,Small,Tier 1,Supermarket Type1,3858.9768,FDO,1.3435190718596408,False,False,False,28,Perishables,2277.8442668817206
FDO25,6.3,Low Fat,0.127424932,Canned,208.127,OUT035,2004,Small,Tier 2,Supermarket Type1,2306.997,FDO,1.1445770125660908,False,False,False,21,Staples,2438.841866021505
FDE24,14.85,Low Fat,0.09384335,Baking Goods,142.3812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.8496,FDE,0.472597329965039,False,False,False,16,Staples,1995.498739224138
FDW19,12.35,Regular,0.038578501,Fruits and Vegetables,109.557,OUT045,2002,Small,Tier 2,Supermarket Type1,1757.712,FDW,-0.6332724200072841,False,False,False,23,Perishables,2192.384797631862
FDT36,12.3,Low Fat,0.111727876,Baking Goods,33.9874,OUT018,2009,Medium,Tier 3,Supermarket Type2,564.5984,FDT,0.8304732068355885,False,False,False,16,Staples,1995.498739224138
FDH16,10.5,Low Fat,0.052637056,Frozen Foods,88.583,OUT049,1999,Medium,Tier 1,Supermarket Type1,808.947,FDH,-0.3519556158516779,False,False,False,26,Perishables,2348.3546346236562
DRM37,15.35,Low Fat,0.096790497,Soft Drinks,197.2768,OUT018,2009,Medium,Tier 3,Supermarket Type2,3941.536,DRM,0.5315708144673069,False,False,False,16,Staples,1995.498739224138
NCN07,18.5,Low Fat,0.033997473,Others,129.9284,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.5976,NCN,-0.724940458202344,False,False,False,26,Household,2348.3546346236562
FDK25,11.6,Regular,0.157149885,Breakfast,168.2474,OUT045,2002,Small,Tier 2,Supermarket Type1,2863.6058,FDK,1.7393841447098708,False,False,False,23,Staples,2192.384797631862
FDK41,14.3,Low Fat,0.12780038,Frozen Foods,83.6224,OUT045,2002,Small,Tier 2,Supermarket Type1,852.224,FDK,1.1520898637436559,False,False,False,23,Perishables,2192.384797631862
DRL60,8.52,Low Fat,0.045291822,Soft Drinks,153.5682,OUT010,1998,Small,Tier 3,Grocery Store,457.4046,DRL,-0.49893642253167453,False,False,False,27,Staples,339.351661981982
FDR43,18.2,Low Fat,0.161458973,Fruits and Vegetables,37.819,OUT035,2004,Small,Tier 2,Supermarket Type1,256.333,FDR,1.8256105644937872,False,False,False,21,Perishables,2438.841866021505
FDY15,18.25,Regular,0.171093639,Dairy,155.663,OUT049,1999,Medium,Tier 1,Supermarket Type1,2034.019,FDY,2.018403739057366,False,False,False,26,Perishables,2348.3546346236562
FDW08,12.1,Low Fat,0.14825809,Fruits and Vegetables,108.428,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336,FDW,1.561456089329585,False,False,False,38,Perishables,2298.995255579399
DRE15,13.35,Low Fat,0.017821466,Dairy,75.1012,OUT045,2002,Small,Tier 2,Supermarket Type1,1366.2216,DRE,-1.0486282478250126,False,False,False,23,Perishables,2192.384797631862
NCO30,19.5,Low Fat,0.01581384,Household,183.2608,OUT017,2007,Small,Tier 2,Supermarket Type1,2940.1728,NCO,-1.088801575045321,False,False,False,18,Household,2340.67526349892
FDO32,6.36,Low Fat,0.119959873,Fruits and Vegetables,45.506,OUT027,1985,Medium,Tier 3,Supermarket Type3,885.514,FDO,0.9951984640087855,False,False,False,40,Perishables,3694.0385576470585
FDH05,14.35,Regular,0.091283986,Frozen Foods,232.6984,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.984,FDH,0.4213835244814092,False,False,False,16,Perishables,1995.498739224138
FDH10,21.0,Low Fat,0.049066248,Snack Foods,192.4478,OUT027,1985,Medium,Tier 3,Supermarket Type3,8912.3988,FDH,-0.42340878403384685,False,False,False,40,Staples,3694.0385576470585
FDP58,11.1,Low Fat,0.135416391,Snack Foods,218.3482,OUT045,2002,Small,Tier 2,Supermarket Type1,2847.6266,FDP,1.3044890167813574,False,False,False,23,Staples,2192.384797631862
NCH43,8.42,Low Fat,0.070510189,Household,214.4192,OUT013,1987,High,Tier 3,Supermarket Type1,1725.7536,NCH,0.005692282940772919,False,False,False,38,Household,2298.995255579399
FDZ32,7.785,Regular,0.066765523,Fruits and Vegetables,107.1964,OUT019,1985,Small,Tier 1,Grocery Store,420.7856,FDZ,-0.06923984712168084,False,False,False,40,Perishables,340.3297227272727
FDU12,15.5,Regular,0.07575107,Baking Goods,262.8568,OUT046,1997,Small,Tier 1,Supermarket Type1,5800.4496,FDU,0.11056421991294671,False,False,False,28,Staples,2277.8442668817206
FDM36,11.65,Regular,0.058730831,Baking Goods,171.9422,OUT046,1997,Small,Tier 1,Supermarket Type1,3448.844,FDM,-0.23001695940773123,False,False,False,28,Staples,2277.8442668817206
NCP50,17.35,Low Fat,0.020460284,Others,81.7618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2175.1686,NCP,-0.9958245388728274,False,False,False,40,Household,3694.0385576470585
DRB25,12.3,Low Fat,0.069401919,Soft Drinks,107.9938,OUT013,1987,High,Tier 3,Supermarket Type1,2036.6822,DRB,-0.01648460327132585,False,False,False,38,Staples,2298.995255579399
FDU15,13.65,Regular,0.026579951,Meat,34.7532,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108,FDU,-0.8733677740818138,False,False,False,38,Perishables,2298.995255579399
FDF58,13.3,Low Fat,0.009534758,Snack Foods,62.151,OUT010,1998,Small,Tier 3,Grocery Store,63.251,FDF,-1.2144482920280402,False,False,False,27,Staples,339.351661981982
FDX35,5.035,Regular,0.139913045,Breads,227.9036,OUT019,1985,Small,Tier 1,Grocery Store,455.4072,FDX,1.39446870051653,False,False,False,40,Staples,340.3297227272727
FDX51,9.5,Regular,0.022093019,Meat,195.9452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424,FDX,-0.9631529170572849,False,False,False,26,Perishables,2348.3546346236562
FDB47,8.8,Low Fat,0.071369947,Snack Foods,209.1612,OUT013,1987,High,Tier 3,Supermarket Type1,2090.612,FDB,0.022896353551672567,False,False,False,38,Staples,2298.995255579399
FDL51,20.7,Regular,0.047482391,Dairy,215.9876,OUT035,2004,Small,Tier 2,Supermarket Type1,3430.2016,FDL,-0.45510233927330684,False,False,False,21,Perishables,2438.841866021505
NCM29,11.5,Low Fat,0.017642229,Health and Hygiene,131.8626,OUT046,1997,Small,Tier 1,Supermarket Type1,2885.5772,NCM,-1.0522148454537474,False,False,False,28,Household,2277.8442668817206
FDB29,16.7,Regular,0.052625179,Frozen Foods,113.4176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1488.7288,FDB,-0.35219327894599706,False,False,False,16,Perishables,1995.498739224138
FDS25,6.885,Regular,0.14057889,Canned,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,663.1368,FDS,1.4077925013952823,False,False,False,16,Staples,1995.498739224138
FDR36,6.715,Regular,0.1977458405,Baking Goods,41.0454,OUT010,1998,Small,Tier 3,Grocery Store,251.6724,FDR,2.6670802721137723,True,False,True,27,Staples,339.351661981982
FDQ27,5.19,Regular,0.044321422,Meat,103.899,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572,FDQ,-0.5183544798464271,False,False,False,26,Perishables,2348.3546346236562
FDZ22,9.395,Low Fat,0.045525961,Snack Foods,83.425,OUT017,2007,Small,Tier 2,Supermarket Type1,1498.05,FDZ,-0.49425121589356785,False,False,False,18,Staples,2340.67526349892
FDB02,9.695,Regular,0.029140008,Canned,176.337,OUT013,1987,High,Tier 3,Supermarket Type1,3528.74,FDB,-0.8221401014158686,False,False,False,38,Staples,2298.995255579399
FDZ34,6.695,Low Fat,0.075878519,Starchy Foods,194.082,OUT046,1997,Small,Tier 1,Supermarket Type1,3861.64,FDZ,0.11311452080609172,False,False,False,28,Staples,2277.8442668817206
FDL46,20.35,Low Fat,0.054046706,Snack Foods,119.5466,OUT035,2004,Small,Tier 2,Supermarket Type1,353.5398,FDL,-0.32374800610957066,False,False,False,21,Staples,2438.841866021505
FDN38,6.615,Regular,0.091954465,Canned,250.6408,OUT035,2004,Small,Tier 2,Supermarket Type1,4756.4752,FDN,0.4348000533873634,False,False,False,21,Staples,2438.841866021505
FDK04,7.36,Low Fat,0.052418124,Frozen Foods,56.5588,OUT045,2002,Small,Tier 2,Supermarket Type1,801.6232,FDK,-0.3563365248830395,False,False,False,23,Perishables,2192.384797631862
NCF31,9.13,Low Fat,0.052058629,Household,150.6024,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.6288,NCF,-0.36353015072224704,False,False,False,16,Household,1995.498739224138
FDV59,13.35,Low Fat,0.080387424,Breads,219.2166,OUT010,1998,Small,Tier 3,Grocery Store,1524.0162,FDV,0.20333935151175328,False,False,False,27,Staples,339.351661981982
FDU13,8.355,Low Fat,0.187523164,Canned,146.2418,OUT035,2004,Small,Tier 2,Supermarket Type1,4414.254,FDU,2.3471645161638777,False,False,False,21,Staples,2438.841866021505
FDV14,19.85,Low Fat,0.044460448,Dairy,88.7856,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128,FDV,-0.5155725189681905,False,False,False,38,Perishables,2298.995255579399
FDR09,18.25,Low Fat,0.077882226,Snack Foods,258.0962,OUT045,2002,Small,Tier 2,Supermarket Type1,1035.9848,FDR,0.15320942740952398,False,False,False,23,Staples,2192.384797631862
DRP47,15.75,Low Fat,0.14048631,Hard Drinks,252.7382,OUT013,1987,High,Tier 3,Supermarket Type1,3280.3966,DRP,1.4059399418876566,False,False,False,38,Staples,2298.995255579399
FDC23,18.0,Low Fat,0.017979145,Starchy Foods,178.3686,OUT018,2009,Medium,Tier 3,Supermarket Type2,3199.8348,FDC,-1.0454730336253701,False,False,False,16,Staples,1995.498739224138
FDU33,7.63,Regular,0.134919202,Snack Foods,46.9402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,FDU,1.2945400838688834,False,False,False,26,Staples,2348.3546346236562
FDS27,10.195,Regular,0.012447775,Meat,197.611,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,FDS,-1.1561577612522278,False,False,False,38,Perishables,2298.995255579399
DRO59,11.8,Low Fat,0.054264078,Hard Drinks,75.0012,OUT045,2002,Small,Tier 2,Supermarket Type1,834.9132,DRO,-0.3193983132461923,False,False,False,23,Staples,2192.384797631862
FDD48,10.395,Low Fat,0.030219852,Baking Goods,114.7176,OUT045,2002,Small,Tier 2,Supermarket Type1,2748.4224,FDD,-0.8005320298134452,False,False,False,23,Staples,2192.384797631862
FDL33,7.235,Low Fat,0.099879337,Snack Foods,195.1452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,FDL,0.5933796274888445,False,False,False,38,Staples,2298.995255579399
NCK30,14.85,Low Fat,0.061226969,Household,253.0698,OUT018,2009,Medium,Tier 3,Supermarket Type2,2283.0282,NCK,-0.18006832920417423,False,False,False,16,Household,1995.498739224138
NCP42,8.51,Low Fat,0.028207784,Household,195.5478,OUT019,1985,Small,Tier 1,Grocery Store,387.4956,NCP,-0.8407942430710497,False,False,False,40,Household,340.3297227272727
FDP11,15.85,Low Fat,0.069491408,Breads,218.2166,OUT017,2007,Small,Tier 2,Supermarket Type1,4789.7652,FDP,-0.014693895799108361,False,False,False,18,Staples,2340.67526349892
FDV52,20.7,Regular,0.122015744,Frozen Foods,117.7466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2828.3184,FDV,1.0363371912447064,False,False,False,16,Perishables,1995.498739224138
FDW33,9.395,Low Fat,0.099120588,Snack Foods,107.228,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.032,FDW,0.5781967837445007,False,False,False,28,Staples,2277.8442668817206
FDR19,13.5,Regular,0.159968994,Fruits and Vegetables,147.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.9122,FDR,1.795795542214544,False,False,False,26,Perishables,2348.3546346236562
FDW31,11.35,Regular,0.042949109,Fruits and Vegetables,199.5742,OUT027,1985,Medium,Tier 3,Supermarket Type3,3981.484,FDW,-0.5458149626244361,False,False,False,40,Perishables,3694.0385576470585
DRJ51,14.1,Low Fat,0.088172355,Dairy,232.2668,OUT045,2002,Small,Tier 2,Supermarket Type1,4146.6024,DRJ,0.35911865525185366,False,False,False,23,Perishables,2192.384797631862
FDU35,6.44,Low Fat,0.078831762,Breads,98.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,3395.58,FDU,0.17220998848786367,False,False,False,40,Staples,3694.0385576470585
